title,article,label,url
Two men plead guilty to financial crimes,"Fan Wang pleaded guilty in federal court today to operating an unlicensed money transmitting business.

His guilty plea is the fourth in this ongoing investigation targeting operators of unlawful underground financial institutions that transfer money between the United States and China, thereby circumventing domestic and foreign laws regarding monetary transfers and reporting, including United States anti-money laundering scrutiny and Chinese capital flight controls.

As part of his agreement to plead guilty, Wang agreed to forfeit $225,000 to the United States as property involved in the operation of his unlicensed money transmitting business.

As admitted in the plea agreement entered today before U.S. Magistrate Judge Daniel E. Butcher, Wang sold hard currency in U.S. dollars that he collected from various third parties. His customers were typically individuals with bank accounts in China who could not readily access cash in the United States due to capital controls that cap the amount of Chinese yuan that an individual can convert to foreign currency.

Often these customers needed the money to gamble at the casinos in Las Vegas and elsewhere. Upon receiving U.S. dollars, the customers would transfer from a Chinese bank account an equivalent value in yuan, over their mobile phones in the United States, to a separate bank account in China designated by Wang.

As part of a typical money exchange transaction, Wang was introduced to his customers by a casino host whose job it was to facilitate that customer’s play at a particular casino.

The customer then used the U.S. currency to gamble.

Sentencing is scheduled for January 29, 2021.

Extending the series of guilty pleas in this investigation, Jeffrey B. Miklus of Phoenix, Arizona, admitted to tax fraud, after using funds from his business to fund his gambling activity at casinos throughout the southwestern United States.

As admitted this morning in his plea agreement that was also entered before U.S. Magistrate Judge Daniel E. Butcher, Miklus withdrew over $1.5 million dollars from his pest control business, and used these proceeds to gamble—all without reporting that income to the IRS.

This activity spanned years, resulting in restitution and taxes due and owing to the IRS of more than $650,000, an amount that will grow with interest and a 75 percent fraud penalty.

As a material term of his plea agreement, Miklus must satisfy the tax due in full before his sentencing date.

Sentencing for Miklus is scheduled for January 31, 2021.
",am,https://www.ktnv.com/news/crime/two-men-plead-guilty-to-financial-crimes
Tanzanian journalist freed after pleading guilty to financial crimes,"Tanzanian journalist Erick Kabendera, who was held in jail for seven months in a case that prompted international concern, was freed on Monday after pleading guilty to financial crimes.

Kabendera, a reporter for local and international press outlets, was initially detained for questioning over his citizenship before the charges were upgraded to sedition.

But both lines of enquiry were dropped, and Kabendera was charged in August with tax evasion, money laundering and organized crime.

His detention provoked outrage, with rights groups demanding Kabendera be released and warnings that the case reflected worsening press freedoms under President John Magufuli, who came to power in 2015.

After plea bargaining the count of organized crime was dropped, and Kabendera pleaded guilty to counts of money laundering and failure to pay 173 million shillings ($74,000, 69,000 euros) in taxes.

Kabendera was freed after paying a 250,000 shilling fine for failing to pay taxes, but has to pay another 100 million shillings in fines for money laundering.

The journalist, whose case has been postponed multiple times, with him even being denied release to attend his mother’s funeral, said he “appreciates the support of everyone.”

“I have gone through difficult times and finally I am free. I did not expect this but I am grateful for all the support,” he said.
Defence lawyer Jebra Kambole said the remaining fine would be paid in instalments.

The United States and Britain have voiced concern at the “steady erosion of due process” in Tanzania, citing Kabendera’s plight as a case in point.

Reporters Without Borders (RSF) - which has labelled Magufuli a “press freedom predator” - and Amnesty International, among other rights groups, had demanded Kabendera’s immediate release.

Kabendera had written about being stalked and harassed in the years since Magufuli’s election.

Magufuli, nicknamed “The Bulldozer,” has shut down newspapers, banned opposition rallies, switched off live broadcasts of parliamentary sessions and used the cybercrimes law to jail critics.",am,https://english.alarabiya.net/en/media/television-and-radio/2020/02/24/Tanzanian-journalist-freed-after-pleading-guilty-to-financial-crimes-.html
Former HPD Police Chief And Prosecutor Wife Sentenced To Prison,"Katherine Kealoha and her husband, retired Honolulu police chief Louis Kealoha, are at the center of a years long investigation into public corruption.

Katherine and Louis Kealoha, once seen as pillars of Hawaii’s law enforcement community, will spend the next several years in federal prison.

On Monday morning, U.S. District Court Judge J. Michael Seabright sentenced Katherine Kealoha, a former deputy prosecutor for the City and County of Honolulu, to 13 years behind bars for trying to frame her uncle for stealing her mailbox in 2013.

Later that afternoon Seabright ordered her husband, Louis Kealoha, who took part in that scheme as Honolulu’s police chief, to serve a seven-year prison term.

The couple, now estranged, will be forced to pay nearly $700,000 in restitution to their victims, which includes the estate of Katherine Kealoha’s deceased grandmother, Florence Puana.

Retired HPD Chief Louis Kealoha Katherine Kealoha leave District Court.
Louis and Katherine Kealoha are at the center of a major investigation into police corruption.

Cory Lum/Civil Beat
At least some of that money will come from Louis Kealoha’s Honolulu Police Department pension, which pays him about $9,700 a month.

Seabright described the case as a “grotesque deprivation of civil rights” that harmed an entire community and caused lasting damage to the integrity of the HPD and the Honolulu Prosecuting Attorney’s Office.

“The events underlying this case have had a real and measurable impact on our community,” Seabright said. “The conduct of the defendants — all of the defendants — have truly shaken confidence in our governing institutions, most notably HPD.”

The motive behind the frame job was simple — money.

Gerard Puana and his mother, Florence, had filed a lawsuit against Katherine Kealoha in March 2013, alleging that she had bilked them out of hundreds of thousands of dollars years before through a shady reverse mortgage deal and sham investment scheme.

That lawsuit began to uncover a series of financial crimes that the Kealohas had committed, not the least of which was Katherine stealing from her uncle and grandmother to fuel a lavish lifestyle.

The Kealohas used the stolen money for trips to Disneyland, Elton John concert tickets and Maserati car payments.

They also used the funds to pay for Louis Kealoha’s inaugural celebration at the Sheraton Waikiki after he was named Honolulu’s police chief. The bill for the soiree was nearly $25,000.

“They unabashedly used the power given to them to feed their greed,” Seabright said.

A jury convicted the Kealohas and two Honolulu police officers, Derek Hahn and Minh-Hung “Bobby” Nguyen, in June 2019 for trying to execute the Puana frame job and cover-up.

The Kealohas were charged separately for their financial misdeeds, which included accusations that Katherine Kealoha had stolen nearly $160,000 from two children while she was their court-appointed guardian.

Katherine Kealoha was also charged with a series of crimes stemming from allegations she and her brother were running a prescription drug ring and that she used her position as a prosecutor to keep their criminal activity hidden from law enforcement.

Everyone Was Culpable
Monday’s sentencing hearing, which included all three cases, was delayed numerous times due in large part to the ongoing coronavirus pandemic. 

In a handwritten letter to Seabright, Kealoha pleaded for leniency, saying that her addiction to painkillers had clouded her judgment and that she was sorry for the pain she had caused.

The Kealohas and their co-defendants are the first to be prosecuted and sentenced as part of a years-long U.S. Justice Department investigation into public corruption and abuse of power in Hawaii government.

Several other high-profile officials, including Honolulu Prosecuting Attorney Keith Kaneshiro and former Corporation Counsel Donna Leong have been notified that they are targets of the ongoing criminal probe.

Two Honolulu police officers and others involved in the FBI investigation have been convicted for less serious offenses. Hahn and Nguyen are scheduled for sentencing Tuesday.


Katherine Kealoha appeared in federal court and apologized for her crimes before she was sentenced to 13 years in prison.

Carley Shimizu
On Monday, when Kealoha appeared in court she was wearing a prison jumpsuit, which was issued to her after her bail was revoked last year and she was forced to remain in custody at the Federal Detention Center near the Honolulu airport.

Several members of the Puana family were present, including Gerard, when Kealoha again apologized for trying to frame him.

“My actions are my own and I truly am sorry for them,” Kealoha said. “I ask for forgiveness from my family and from my uncle for all the destruction and devastation that I caused.”

Seabright didn’t give Kealoha the sympathy she was looking for. Instead, he imposed a harsher sentence because she had “perverted justice over and over and over and over again.”

He spent much of Monday’s hearing recounting the evidence against Kealoha and her co-conspirators.

He said it was clear that the former prosecutor had built her wealth — or at least the perception of if — on the back of her elderly grandmother and that she was willing to do anything to protect herself from being caught, even if it meant locking up her own uncle.

Louis Kealoha and the Honolulu Police Department’s Criminal Intelligence Unit, where both Hahn and Nguyen worked, were just as culpable, he said, because there was no way Katherine Kealoha would have been able to do her “dirty work” without them.

“You framed your uncle for a crime that he didn’t commit,” Seabright said. “Let me say that again. You framed your uncle for a crime he never committed. And given that your husband was the chief of police, the task wasn’t difficult. That’s the shock of all this.”

‘He Was Not The Mastermind’
Louis Kealoha, who filed for divorce from Katherine after their guilty verdicts last year, arrived at court wearing an aloha shirt underneath his blue suit.

During his sentencing proceedings, he talked proudly of his 30 year career in law enforcement and said he never expected to find himself facing judgment for a crime he himself had committed.

“In an ordered society trust in public officials is paramount,” Kealoha said. “I have betrayed that trust and for that I am sorry.”

Louis Kealoha is hugged by a supporter outside US District Court.
Louis Kealoha, left, exhanges a hug outside of the U.S. District Court in downtown Honolulu on Monday.

Cory Lum/Civil Beat
Kealoha and his defense lawyer, Rustam Barbee, also did their best to distance the former police chief from his estranged wife. Barbee read a letter from Kealoha’s mother, Beatrice, in which she said his “only weakness was being truly dedicated to his marriage vows” and that he put too much faith in his wife.

“He was not the mastermind behind these offenses,” Barbee said. “Katherine Kealoha did much of these misdeeds and crimes unknown to him.”

Seabright, a former prosecutor who specialized in white collar crime and public corruption, didn’t buy it. He spent much of his time scolding Kealoha while pointing out the many ways in which he was a necessary part of the conspiracy to frame Puana.

The Criminal Intelligence Unit that conducted 24-hour surveillance on Puana in the lead up to his arrest reported directly to Kealoha, and many of its members, if not all, were handpicked by him.

Seabright also pointed out the fact that Kealoha lied in federal court when he was on the witness stand and asked to identify who he saw in a security video stealing his mailbox. Kealoha said it was Puana despite the fact the man in the video clearly was not Gerard Puana.

“I agree that Katherine was the mastermind behind this,” Seabright said. “But you were right there by her side, right there by her side cheering her on in your position as chief to aid the criminal enterprise that you helped establish.”

Kealoha will not have to report to prison until April 21. Outside of the courthouse, he addressed the media to thank his supporters and said he respected the court’s decision.

A Final Say
Florence Puana died in February at the age of 100, but she still had an opportunity to address the court.

Her daughter Charlotte Mallot, who is Gerard Puana’s sister, spoke at the hearing and read a letter that Florence wrote to Kealoha, her granddaughter, before she died.

Florence Puana said she trusted Kealoha and that she felt betrayed when she was forced to sell her home after Kealoha had tricked her into securing a reverse mortgage and stole much of the money. After filing the lawsuit, she said, the situation worsened and the acrimony ramped up.

“I was humiliated, frustrated and depressed when in retaliation you initiated conservatorship proceedings falsely challenging my mental stability and ability to care for myself,” Florence Puana wrote.

Gerard Puana speaks to media about the Katherine Kealoha sentencing.
Gerard Puana spoke to media outside the courthouse about the sentencing.

Cory Lum/Civil Beat
“Throughout the civil trial you manipulated and deceived the court and jury. The combined stress and unthinkable outcome of that trial left me stunned and totally shattered.”

Florence Puana told Kealoha that her actions divided a once close family, and that over the course of nearly a decade she had yet to receive an apology.

“It is now time to own up and ask forgiveness from your God for your offenses and for the anguish, pain and chaos you created in so many, many lives,” she said.

Gerard Puana also addressed the court through a letter read aloud by his attorney Eric Seitz, who has filed a civil rights lawsuit against the Kealohas and the city on his behalf. Seitz said his client suffers from severe depression and anxiety after what happened to him, which is one of the reasons he did not want to speak on his own.

“To this day I flinch whenever I see a police car or notice a nearby car or truck and wonder if I’m being followed all over again,” Gerard Puana wrote.

Assistant U.S. Attorney Michael Wheat, who was assigned to investigate the Kealohas out of his office in San Diego, gave brief remarks to the media after the couple was sentenced.

Wheat said the fact that the Kealohas are headed to prison closes just one chapter in the ongoing criminal saga, and that for him and his team, “Our work continues.”",am,https://www.civilbeat.org/2020/11/former-honolulu-prosecutor-katherine-kealoha-sentenced-to-13-years-in-prison/
Scio woman charged with financial crimes,"A Scio woman has been accused of stealing at least $281,000 from a Harrisburg business owner. Amber Wulff, 42, was indicted by a grand jury on eight counts of aggravated first-degree theft and one count each of laundering a monetary instrument, first-degree theft and identity theft. She is scheduled to be arraigned in Linn County Circuit Court on Aug. 17, according to Oregon’s online court database.",am,https://www.newsbreak.com/oregon/scio/news/1612634515791/scio-woman-charged-with-financial-crimes
Sir Ron Brierley facing eight more charges of possessing child-abuse material,"The life of Sir Ron Brierley, one of NZ’s most successful businessmen, before he was charged with possessing child abuse material.
Local reporting is vital to a thriving and connected community. Help us keep telling Wellington's stories by making a contribution.

Contribute Noworange-arrow
Wellington-raised corporate raider Sir Ron Brierley has been charged with eight more counts of possessing child-abuse material.

Brierley, 83, was detained by Australian Border Force officials while attempting to board a flight from Sydney to Fiji in December 2019. Detectives seized his carry-on bags, laptop and electronic-storage units and allegedly discovered more than 200,000 images and 512 videos.

He was subsequently charged with six counts of possessing child-abuse material.

New South Wales courts have confirmed to Stuff that a further eight charges have been filed, bringing the total to 14. Each charge carries a maximum jail term of 10 years.

Brierley, who lives in Sydney, remains on bail and is due to appear via video link again on December 10 in what appears to be a procedural hearing set down to take just five minutes.

He appeared in the Downing Centre Local Court in Sydney in February, looking frail and walking with the help of a cane, The Sydney Morning Herald reported at the time.

New Zealand investor Sir Ron Brierley leaves the Downing Centre Local Court in February, after being charged with possession of child-abuse material on his computer.
SYDNEY MORNING HERALD
New Zealand investor Sir Ron Brierley leaves the Downing Centre Local Court in February, after being charged with possession of child-abuse material on his computer.
His defence lawyer, Penny Musgrave, then told the court Brierley was intending to plead not guilty to the charges against him but a plea was yet to be formally entered. Australian courts on Tuesday said pleas had still not been entered.

The investigation into the recently retired Brierley was prompted by an anonymous tip to New South Wales police in August 2019.

Brierley was knighted in New Zealand in 1988, and was known as a “corporate raider” for his business activities involving a series of takeovers and mergers in the 1980s.

He launched into business while still a schoolboy at Wellington College in the early 1950s, operating The Kiwi Stamp Company during lunchtime from his desk, a biography from the Wellington Gold Awards says.

But his first real foray into investing came when he began publishing a sharemarket tip sheet, New Zealand Stocks and Shares, ultimately leading him to form R A Brierley Investments in 1961.

Twenty years later, Brierley Investments was a top 20 company on the New Zealand stockmarket and by 1984 was the most valuable company on the market.

Brierley remained in active control of Brierley Investments until 1990, but continued as chairman of Guinness Peat Group, which was renamed Coats in 2015. The company announced in 2016 that it would delist from the New Zealand stock exchange.",am,https://www.stuff.co.nz/dominion-post/news/wellington/123493833/sir-ron-brierley-facing-eight-more-charges-of-possessing-childabuse-material
"Federal agent who taught financial crimes course hid $250K in taxable income, lied to pay informant nearly $100K: feds","The Naperville man meticulously deposited the money into a bank account in small increments in order to avoid detection, the charges allege.

A Department of Homeland Security agent trained in financial investigations allegedly tried to hide $250,000 of income from his tax returns, while also lying in order to pay an informant nearly $100,000, prosecutors said.

A federal indictment doesn’t say where Anthony Sabaini received the money he allegedly omitted from his tax forms, but it claims he meticulously deposited the money into a bank account in order to avoid detection.

Sabaini, of Naperville, deposited the money to a bank account in increments under $10,000 more than 160 times from April 2014 to November 2018 to avoid federal reporting laws, the indictment states.

And then, over the next five years, Sabaini, 38, knowingly left that deposited cash off his tax forms, prosecutors said.

In 2014, he claimed an income of $113,000, when he allegedly knew his income exceeded that. His next four years of tax forms allegedly left out the extra income as well, the indictment states.

While the alleged tax fraud was happening, prosecutors say Sabaini also lied to his bosses in order to hire a confidential informant and pay him tens of thousands of dollars of federal money.

It’s unclear in the indictment if the $95,000 in payment he secured for the confidential drug informant is related to the tax charges, but the indictment states Sabaini repeatedly lied on forms, falsely claiming the informant had no criminal history.

In 2017, Sabaini told a DEA agent not to pursue charges against someone caught selling cocaine to an undercover agent, the indictment says. Sabaini claimed the person selling cocaine was a former informant of his, and that the person was involved in a larger investigation, the indictment states.

Several months later, Sabaini went to his bosses for permission pay his former informant several thousand dollars in order to use him for a new investigation, the indictment states.

But on a form asking Sabaini if the informant had been involved in a previous crime, he allegedly failed to mention the earlier drug deal when the informant sold drugs to the undercover informant. The indictment doesn’t mention a motivation behind the alleged false filing.

Sabaini is charged with five counts of filing a false federal tax return, one count of structuring a currency transaction and one count of willfully engaging in a scheme to conceal a material fact in a matter within the jurisdiction of DHS.

Sabaini was employed by the DHS as a special agent assigned to its office in Oakbrook Terrace, according to an indictment. He investigated narcotics and money laundering, and served as a lead instructor for a training course on money laundering and financial investigations.

His arraignment hasn’t been scheduled.",am,https://chicago.suntimes.com/crime/2020/11/19/21575594/homeland-security-administration-investigations-anthony-sabaini-charges-tax-drug-informant-dhs
Tanzania jails 2 Iranians over drug smuggling,"30-year jail terms handed to each convict

Two Iranian nationals were sentenced to 30 years in jail each in Tanzania for smuggling a big consignment of illicit drugs using a wooden dhow.

Nabibaksh Pribaksh Bidae, the captain of the seized ark, and his assistant Mohamed Hanif, were convicted of two offences of trafficking 111.02kg of heroin and 235.78 grams of cannabis resin.

The east African country, previously seen as a conduit for drug trafficking had in 2017 launched a massive drive against narcotics to quell growing criticism on its minimal capacity to intercept record-size drug hauls that often slipped-through its porous borders, raising fears about the country’s weak maritime surveillance.

Imakulata Banzi, the judge of the High Court of Tanzania (Corruption & Economic Crimes Division), delivered the verdict after the prosecution provided sufficient evidence that the duo had committed the crime.

The judge ordered the duo to spend 30 years in jail for each offence, instructing that the sentence would run concurrently.

The judge also asked the authorities to obliterate the seized drug consignment, as well as confiscating the ark the traffickers had used to sneak into the country.

She acquitted 11 other accused -- including eight Iranian personnel and three Tanzanians -- who were jointly charged in the trial.

As a conduit for heroin smuggling, criminals have for years been using loopholes and circuitous routes across east Africa to dodge authorities and import drugs from Afghanistan and other destinations as they desperately try to smuggle them to Europe.

Local and international media reports suggest that heroin coming from Afghanistan has been passing through Pakistan's southwest coast, and then taken by motorized wooden dhows to the east African coast.

Strict measures by Tanzanian government under President John Pombe Magufuli have led to the arrests of dozens of smugglers in a series of raids and clandestine operations in the capital Dar es Salaam, Kilimanjaro and Tanga, seizing hundreds of kilos of heroine.

Customs officials at Dar es Salaam port have repeatedly intercepted shipping containers concealing illicit drugs.

Prior to sentencing, the prosecution had asked the court to mete out severe sentence bearing in mind the gravity of the offence and the effects it has on the wider society and to human life.

The convicted persons and their accomplices were arrested on Oct. 24, 2017 on the Tanzanian territorial waters in the Indian Ocean by the authorities with the consignment of drugs.",am,https://www.aa.com.tr/en/africa/tanzania-jails-2-iranians-over-drug-smuggling/2037123
Snohomish County Jail employee charged in drug smuggling,"Alexis Wafstet was charged with drug possession. Several inmates were allegedly in on the plot.

EVERETT — A Snohomish County Jail employee claimed she was threatened into smuggling drugs for inmates, according to new charging papers.

Alexis Wafstet, 45, a classification specialist tasked with deciding housing situations for those behind bars, was charged last week in Snohomish County Superior Court with possession of a controlled substance with no prescription.

Deputy prosecutor Elliott Thomsen, who wrote the charges, didn’t object to her staying released from jail while she awaits trial, so long as she attends her court hearings. She was on paid administrative leave this week pending an internal investigation.

Detectives with the Snohomish Regional Drug Task Force reviewed hours of calls, video chats and messages coming from the jail. The investigation found six inmates were talking to the same people outside the jail and appeared to be getting drugs from a jail employee. On May 12, at least two of those inmates were found hiding buprenorphine.

While reviewing phone calls made in Spanish, a corrections deputy heard references to an “older lady” who worked as a counselor at the jail and lived nearby. The deputy also listened to a phone call in which an inmate asked for an update on “presents” that were supposed to arrive.

The same corrections deputy recalled that Wafstet lived nearby and that he once gave her a ride to work during a snowstorm.

When detectives interviewed Wafstet, she at first claimed not to know anything about drugs being smuggled into the jail, according to the charges.

Wafstet reported she assisted one of the inmates allegedly involved in the plot with paperwork and with reaching his runaway daughter. She went so far as to meet his ex-girlfriend and daughter at a 7-Eleven near the jail while off-duty. She reported she knew such a meeting was against policy and that she never told management. According to charging papers, Wafstet said she had a similar childhood to the daughter and felt she could help.

Wafstet also reported she recently was threatened by a man. He wore a blue bandana over his face and showed her a picture of her 24-year-old son, she said. He gave her a note, threatening that she had to do what they said or her son could be hurt, according to her account. Wafstet later reported meeting with a man at the QFC by her house. He gave her something — what she assumed to be drugs — wrapped in a nitrile rubber glove, and was told to give it to the inmate she had been helping.

She gave the package to the inmate on Mother’s Day, she reportedly told detectives. He later returned it, saying it wasn’t what he wanted, according to charges. Wafstet also said she brought the inmate another package on a different day but didn’t know what was inside, according to the charges.

At her home, Wafstet showed detectives an egg-shaped item wrapped tightly in pieces of a glove and cellophane — packaging “consistent with that used by someone who would smuggle illegal substances internally,” Thomsen wrote. Inside was a strip of the opioid medication buprenorphine, 3.8 grams of a tar-like substance that tested positive for heroin and unidentified crushed orange pills.

Wafstet gave detectives a piece of paper with the threatening note that reportedly was left by the man who showed up at her house. She believes the note’s handwriting belonged to the inmate she was assisting. Charging papers did not describe what was written.

Detectives took Wafstet’s phone and received a judge’s permission to search it. Prosecutors noted that there were messages exchanged with two other suspects.

Prosecutors noted the defendant had no previous criminal history.

At the time of her arrest, the sheriff’s office indicated Wafstet could face more charges, depending on the outcome of the investigation.",am,https://www.heraldnet.com/news/snohomish-county-jail-employee-charged-in-drug-smuggling/
The Family: New details emerge about alleged leader of 500-person organized crime network in Calgary,"Lawrence Orubor has been charged with drug trafficking and organized crime-related offences. Police allege he led The Family, a gang of dealers who sold small quantities to mainly homeless drug addicts. (Facebook)
The man alleged to lead a 500-person criminal organization involved in selling drugs and terrorizing a vulnerable community with violence, including a homicide, was once called a career criminal with a horrendous record by a Calgary judge.

New details about massive drug distribution network The Family and alleged leader Lawrence Orubor have been uncovered by CBC News through court documents, online records, and interviews with people who are either close to the investigation or work with clients of the Calgary Drop-In Centre, where much of the criminal activity took place.

Since Orubor's arrest, staff at the DI, as well as police, have recorded a ""notable decrease of violent incidents"" in the downtown area, police say. 

Orubor, 52, who lives in Calgary's suburbs, has a criminal history dating back more than 30 years in both B.C. and Alberta, with at least 40 convictions on his record.

He now faces seven new charges connected to Operation Bloodline, the six-month police investigation into The Family. 

Two weeks ago, he was released on bail.

Homicide connection
The charges faced by Orubor are rare: instructing drug trafficking and violent offences for a criminal organization.

""[Those charges] requires a great deal of investigative rigour to put that before the courts,"" said Deputy Chief Chad Tawfik at Tuesday's police commission meeting.

If the violence hadn't gotten so intense, perhaps The Family would still be operating under the radar, selling mostly single doses of drugs to addicted, homeless Calgarians.

For months, The Family was responsible for the ""vast majority of violence in the downtown core"" according to Tawfik, who said the group is also implicated in a homicide. 

CPS wouldn't confirm which homicide was connected to The Family because it speaks to the evidence before the courts but a spokesperson for the service said charges have been laid in connection with the killing.


As part of Operation Bloodline, police worked with the vulnerable, drug-addicted population who'd become caught up with the organized crime group The Family. (CPS)
Police break up drug-trafficking ring called The Family that used vulnerable Calgarians as distributers
'Made his whole living off $20 rocks'
Orubor has at least three aliases and a 30-year history of criminal activity in both Lower Mainland, British Columbia, and Calgary, according to court records. 

""He's the guy that preys on the down-and-outs,"" said one CPS officer, whom CBC is not identifying because he's not authorized to speak on the matter. 

""He's made his whole living off $20 to $40 rocks.""

Another officer who investigated Orubor more than a decade ago, when he was under investigation by CPS for similar allegations, said Orubor targets underlings who are willing to ""work just for the dope"" and that he ""makes big money"" off of the system.

While several arrests tied to The Family were made in early November, investigators didn't simply target everyone buying and selling drugs.

There were different tiers of sellers, some who did it to support their own habit, and others who were more predatory, willing to commit acts of violence on behalf of the gang.

Calgary police tried to differentiate between the two, working closely with social services to line up supports for those victimized by The Family rather than charging everyone involved. 


Lawrence Orubor, 52, who lives in Calgary's suburbs, has a criminal history dating back more than 30 years in both B.C. and Alberta, with at least 40 convictions on his record. (LinkedIn)
Orubor a 'career criminal', judge says
Court records show Orubor's criminal history dates back to the 1990s, although there appears to be a break in convictions since 2005.

In the 1990s, Orubor faced several sets of charges in B.C., including in Chilliwack, Surrey and New Westminster.

He was jailed in that province for drug trafficking, using counterfeit money, fraud and possessing a stolen credit card. 

In 2007, a Calgary judge called Orubor a ""career criminal"" with a ""horrendous"" record including more than 40 convictions, some of which were for violent offences like aggravated assault and assault with a weapon.

At the time, Orubor had unsuccessfully appealed a sentence of one year in jail after he was convicted of dangerous driving for speeding through a playground zone at 60 km/h, blowing through a stop sign, T-boning car and causing the other driver, who was battling cancer at the time, to suffer serious injuries including multiple rib fractures.

No contact order with convicted killer
Search warrants were executed in early November on two vehicles and four homes, one of which court records show is Orubor's.

In those raids, police say they seized thousands of grams of drugs including meth, fentanyl, crack and GHB.

At the time, Staff Sgt. Jody Gash said the drugs were distributed in small quantities ""across this vast network, never staying in one place for long.""

Two weeks ago, provincial court Judge John Bascom granted Orubor bail, allowing him to return to his southeast home with conditions including that he abide by an 8 p.m. to 6 a.m. curfew and surrender his passport.

Orubor has retained defence lawyer Dick Cairns, a senior, well-respected lawyer who practises in both British Columbia and Alberta and has represented high-profile alleged gangsters including members of the Hells Angels and alleged FOB gang leader Nick Chan, whom he successfully defended in 2016 against charges of first-degree murder and instructing a criminal organization.

Other bail conditions include a no-contact order with 20 people, some of whom are listed in court documents as alleged co-conspirators and many who have faced prior charges related to violent offences, including Natalie Pasqua, who was previously convicted of manslaughter.

Orubor is also banned from going near the DI or the Sheldon Chumir, the location of a supervised injection site.

Police operation made 'huge difference' to DI safety
Staff at the DI say after the arrests, violence is noticeably down. Everyone from staff to clients feels safer. 

""It's such a huge difference, such a huge difference,"" says Elise, who works at the DI. CBC News has agreed to only identify her by her first name.

She said The Family's set-up on Dermot Baldwin Way, outside the DI, was predatory. 

""By hanging out outside … they were fully taking advantage of people who are dealing with dependency issues on drugs and alcohol and they were targeting them,"" says Elise.

She says the violence got so bad, some clients would ask to be let out the north doors rather than the ones leading to Dermot Baldwin Way.

CBC News contacted both Cairns and the prosecutor assigned to the case. Both declined to comment as the matter is still before the courts.

Orubor will be back in court this month. ",am,https://www.cbc.ca/news/canada/calgary/the-family-calgary-police-charges-drugs-drop-in-gang-1.5823960
Turkish mafia boss Çakıcı released,"Notorious Turkish mafia boss Alaattin Çakıcı was released on Thursday as a result of a new law designed to free as many as 90,000 inmates early to ease the spread of the coronavirus in overcrowded prisons, Artı Gerçek news site reported.

Çakıcı was convicted of establishing and leading a criminal organisation, ordering a murder, instigating assault and insulting President Recep Tayyip Erdoğan, each of which carries a lengthy prison sentence.

He was a prominent name in the 1980s as a crime boss and indicted in 1995 for contracting the killing of his wife in front of their son before fleeing abroad. Following his 1998 extradition from France, Çakıcı was released from prison in 2002. In 2004, Çakıcı was extradited again, this time from Austria, and has been in prison since then.

The ruling Justice and Development Party stepped up efforts to reduce the population in Turkey's overcrowded prisons as part of measures to curb the spread of the novel coronavirus. Turkey's parliament approved the law on Tuesday.

Opposition parties opposed the bill because it excludes tens of thousands of people in jail on terrorism charges, many of them for criticising the government, rather than carrying out acts of violence.",am,https://ahvalnews.com/amnesty-bill/turkish-mafia-boss-cakici-released
